0;1;1000;0.000
0;2;1000;0.000
0;3;1000;0.000
0;4;1000;0.000
0;5;1000;0.000
0;6;1000;0.000
0;7;1000;0.000
0;8;1000;0.000
0;47;1000;0.000
1;0;1000;0.000
1;2;1000;0.000
1;3;1000;0.000
1;4;1000;0.000
1;5;1000;0.000
1;6;1000;0.000
1;7;1000;0.000
1;45;1000;0.000
2;0;1000;0.000
2;1;1000;0.000
2;3;1000;0.000
2;4;1000;0.000
2;6;1000;0.000
2;7;1000;0.000
2;8;1000;0.000
2;47;1000;0.000
3;0;1000;0.000
3;1;1000;0.000
3;2;1000;0.000
3;4;1000;0.000
3;5;1000;0.000
3;8;1000;0.000
4;0;1000;0.000
4;1;1000;0.000
4;2;1000;0.000
4;3;1000;0.000
4;5;1000;0.000
4;6;1000;0.000
4;45;1000;0.000
5;0;1000;0.000
5;1;1000;0.000
5;3;1000;0.000
5;4;1000;0.000
5;10;1000;0.000
5;45;1000;0.000
6;0;1000;0.000
6;1;1000;0.000
6;2;1000;0.000
6;4;1000;0.000
6;7;1000;0.000
6;11;1000;0.000
6;43;1000;0.000
7;0;1000;0.000
7;1;1000;0.000
7;2;1000;0.000
7;6;1000;0.000
7;43;1000;0.000
7;12;1000;0.000
7;47;1000;0.000
8;0;1000;0.000
8;9;1000;0.000
8;2;1000;0.000
8;3;1000;0.000
8;47;1000;0.000
9;8;1000;0.000
10;19;1000;0.000
10;20;1000;0.000
10;44;1000;0.000
10;5;1000;0.000
11;49;1000;0.000
11;35;1000;0.000
11;6;1000;0.000
11;22;1000;0.000
11;15;1000;0.000
12;16;1000;0.000
12;17;1000;0.000
12;49;1000;0.000
12;7;1000;0.000
12;24;1000;0.000
12;43;1000;0.000
12;13;1000;0.000
13;16;1000;0.000
13;12;1000;0.000
13;14;1000;0.000
14;40;1000;0.000
14;41;1000;0.000
14;13;1000;0.000
15;18;1000;0.000
15;11;1000;0.000
15;31;1000;0.000
16;17;1000;0.000
16;49;1000;0.000
16;34;1000;0.000
16;24;1000;0.000
16;12;1000;0.000
16;13;1000;0.000
17;16;1000;0.000
17;24;1000;0.000
17;49;1000;0.000
17;43;1000;0.000
17;12;1000;0.000
18;25;1000;0.000
18;36;1000;0.000
18;15;1000;0.000
19;10;1000;0.000
19;28;1000;0.000
19;44;1000;0.000
19;21;1000;0.000
20;32;1000;0.000
20;10;1000;0.000
20;44;1000;0.000
20;21;1000;0.000
20;23;1000;0.000
21;26;1000;0.000
21;19;1000;0.000
21;20;1000;0.000
21;46;1000;0.000
22;24;1000;0.000
22;33;1000;0.000
22;49;1000;0.000
22;35;1000;0.000
22;11;1000;0.000
23;32;1000;0.000
23;20;1000;0.000
24;16;1000;0.000
24;17;1000;0.000
24;49;1000;0.000
24;22;1000;0.000
24;43;1000;0.000
24;12;1000;0.000
25;29;1000;0.000
25;18;1000;0.000
26;48;1000;0.000
26;27;1000;0.000
26;21;1000;0.000
26;46;1000;0.000
27;26;1000;0.000
28;30;1000;0.000
28;19;1000;0.000
29;25;1000;0.000
29;38;1000;0.000
30;28;1000;0.000
30;37;1000;0.000
31;15;1000;0.000
32;20;1000;0.000
32;23;1000;0.000
33;35;1000;0.000
33;36;1000;0.000
33;22;1000;0.000
34;16;1000;0.000
35;33;1000;0.000
35;49;1000;0.000
35;11;1000;0.000
35;22;1000;0.000
36;33;1000;0.000
36;18;1000;0.000
36;39;1000;0.000
37;30;1000;0.000
38;29;1000;0.000
39;36;1000;0.000
40;42;1000;0.000
40;14;1000;0.000
41;14;1000;0.000
42;40;1000;0.000
43;17;1000;0.000
43;49;1000;0.000
43;6;1000;0.000
43;7;1000;0.000
43;24;1000;0.000
43;12;1000;0.000
44;10;1000;0.000
44;19;1000;0.000
44;20;1000;0.000
45;1;1000;0.000
45;4;1000;0.000
45;5;1000;0.000
46;48;1000;0.000
46;26;1000;0.000
46;21;1000;0.000
47;0;1000;0.000
47;8;1000;0.000
47;2;1000;0.000
47;7;1000;0.000
48;26;1000;0.000
48;46;1000;0.000
49;16;1000;0.000
49;17;1000;0.000
49;35;1000;0.000
49;22;1000;0.000
49;24;1000;0.000
49;11;1000;0.000
49;43;1000;0.000
49;12;1000;0.000
