0;365.662312197;336.530295786
1;347.319343035;295.212128575
2;363.466223573;360.095189378
3;417.753160629;313.701213759
4;379.740267388;271.945720349
5;406.451048719;267.5004421
6;301.406165394;307.425211456
7;337.249062849;377.980848767
8;428.655818072;394.446018979
9;509.284546709;365.945209694
10;470.53393283;219.22950062
11;244.175166372;285.197570932
12;281.297271016;443.41087897
13;263.348668516;505.266202258
14;255.655442192;593.98472669
15;209.978635358;235.322968543
16;210.889844743;456.5318559
17;234.711138857;411.398265496
18;127.720538004;205.666639127
19;514.755501422;208.156045247
20;441.328523815;140.45091852
21;514.511365243;121.284502398
22;175.012006106;340.795929403
23;380.866573869;135.173207211
24;239.579896338;397.966233343
25;173.246464072;140.949577655
26;546.508040466;53.4589584304
27;569.868499661;0.0
28;591.057092786;181.576316343
29;157.229418547;115.944214168
30;663.908866093;141.966297858
31;275.686957693;176.203663437
32;385.297856753;121.927209153
33;109.246883772;301.468028567
34;159.378147053;469.134555291
35;178.959299319;328.512731471
36;85.4227928912;279.827594884
37;648.912536567;71.2366119473
38;93.5610712675;62.2183841966
39;0.0;272.956528402
40;318.25124867;604.299783053
41;242.975283685;659.898232851
42;361.054672971;658.207849161
43;274.97331129;391.081655402
44;491.314928055;213.022133856
45;362.639551239;239.159714506
46;475.511272857;41.3173745706
47;390.077310599;406.786087916
48;479.005247916;25.928847098
49;228.245226109;371.082830521
